Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volvo,C30,2013,regular unleaded,227,5,MANUAL,front wheel drive,2,Luxury,Compact,2dr Hatchback,29,21,870,25500
Kia,Optima,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,34,23,1720,25500
Kia,Sportage,2017,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,29,22,1720,25500
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,25510
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,25510
Chevrolet,Spark EV,2016,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128,1385,25510
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,25540
Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,35,26,586,25545
Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,27,2202,25545
Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,21,586,25550
Hyundai,Tucson,2016,regular unleaded,175,4,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,1439,25550
Hyundai,Tucson,2017,regular unleaded,175,4,AUTOMATED_MANUAL,all wheel drive,4,Crossover,Compact,4dr SUV,30,25,1439,25550
Volkswagen,Jetta Hybrid,2014,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,25560
Chevrolet,Spark EV,2015,electric,140,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128,1385,25560
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,21,17,2031,25560
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155,25565
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,23,155,25565
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,28,155,25565
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,34,23,2202,25580
Honda,Element,2010,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202,25585
Ford,Transit Connect,2017,flex-fuel,169,4,AUTOMATIC,front wheel drive,4,Compact Mini Van,Compact,Passenger Minivan,27,19,5657,25585
Ford,Transit Connect,2017,flex-fuel,169,4,AUTOMATIC,front wheel drive,4,Compact Mini Van,Compact,Passenger Minivan,27,19,5657,25585
Ford,Transit Connect,2017,flex-fuel,169,4,AUTOMATIC,front wheel drive,4,Compact Mini Van,Compact,Passenger Minivan,27,19,5657,25590
Ford,Transit Connect,2017,flex-fuel,169,4,AUTOMATIC,front wheel drive,4,Compact Mini Van,Compact,Passenger Minivan,27,19,5657,25590
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,32,24,873,25595
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,32,24,873,25595
Volkswagen,Golf GTI,2016,premium unleaded,210,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,34,25,873,25595
Volkswagen,Golf GTI,2017,premium unleaded,210,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,34,24,873,25595
Volkswagen,Jetta GLI,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25635
Volkswagen,Jetta GLI,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,25635
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,19,15,481,25645
Ford,Mustang,2016,premium unleaded,310,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,31,22,5657,25645
Ford,Mustang,2017,premium unleaded,310,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,21,5657,25645
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,640,25645
Toyota,Tacoma,2017,regular unleaded,159,4,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,21,19,2031,25645
Ford,Escape,2015,premium unleaded,178,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,23,5657,25650
Chevrolet,Cruze,2015,diesel,148,4,AUTOMATIC,front wheel drive,4,Diesel,Midsize,Sedan,46,27,1385,25660
Nissan,Xterra,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,SUV,Midsize,4dr SUV,22,16,2009,25670
Ford,Fusion Hybrid,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,41,44,5657,25675
Ford,Fusion Hybrid,2017,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,41,43,5657,25675
Nissan,Frontier,2016,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,25680
Chrysler,200,2016,flex-fuel,184,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36,23,1013,25690
Chrysler,200,2017,flex-fuel,184,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,36,23,1013,25690
Dodge,Avenger,2013,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,19,1851,25695
Subaru,BRZ,2015,premium unleaded,200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,640,25695
Volkswagen,Golf SportWagen,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,31,873,25695
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,25695
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,25695
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,27,22,436,25695
Suzuki,Equator,2012,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,20,15,481,25699
Chevrolet,Camaro,2016,premium unleaded,275,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,21,1385,25700
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,21,18,2031,25700
Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,21,586,25700
Nissan,Xterra,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,SUV,Midsize,4dr SUV,20,15,2009,25710
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,35,25,2031,25715
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Midsize,Coupe,35,26,2202,25725
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,Midsize,Midsize,Sedan,32,23,2202,25730
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,24,19,2031,25730
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,19,2031,25745
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Midsize,Midsize,Sedan,29,22,481,25749
Nissan,Frontier,2017,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,23,16,2009,25750
Dodge,Nitro,2010,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,Performance,Midsize,4dr SUV,21,16,1851,25750
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,25750
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,4dr Hatchback,48,51,2031,25765
Chevrolet,Captiva Sport,2013,flex-fuel,180,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,20,1385,25770
Ford,Escape,2016,premium unleaded,178,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,23,5657,25790
Kia,Optima,2015,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,34,23,1720,25790
Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,25795
Dodge,Avenger,2014,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,19,1851,25795
Subaru,Forester,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,24,640,25795
Volkswagen,GLI,2012,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,25795
Volkswagen,GLI,2012,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,25795
Subaru,Impreza WRX,2013,premium unleaded,265,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,25,19,640,25795
Subaru,Impreza WRX,2013,premium unleaded,265,4,MANUAL,all wheel drive,4,Performance,Compact,4dr Hatchback,25,19,640,25795
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,25795
Suzuki,Kizashi,2013,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,30,23,481,25799
Scion,FR-S,2014,premium unleaded,200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,25800
Ford,Ranger,2010,regular unleaded,207,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,19,15,5657,25800
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,36,27,2202,25830
Chevrolet,Impala Limited,2014,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,1385,25830
Chevrolet,Impala Limited,2015,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,1385,25830
Chevrolet,Impala Limited,2016,flex-fuel,300,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,30,18,1385,25830
Nissan,Frontier,2016,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,25840
Nissan,Rogue,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,2009,25840
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,2202,25845
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,26,18,1385,25850
Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Compact,Wagon,30,22,873,25850
Nissan,Xterra,2013,regular unleaded,261,6,MANUAL,four wheel drive,4,SUV,Midsize,4dr SUV,20,16,2009,25850
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,25860
GMC,Canyon,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,27,20,549,25865
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155,25865
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Midsize,Coupe,34,26,2202,25875
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25885
Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25885
Volkswagen,Golf GTI,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,25,873,25885
Kia,Forte,2017,regular unleaded,201,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,29,23,1720,25890
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,41,31,873,25895
Volkswagen,Golf,2015,diesel,150,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,45,30,873,25895
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,25895
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,25895
Volkswagen,Routan,2010,regular unleaded,197,6,AUTOMATIC,front wheel drive,4,Mid-Size Minivan,Midsize,Passenger Minivan,23,16,873,25900
Hyundai,Tucson,2017,regular unleaded,175,4,AUTOMATED_MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,30,25,1439,25900
Chevrolet,Camaro,2017,premium unleaded,275,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,20,1385,25905
Chevrolet,Malibu Hybrid,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,34,26,1385,25925
Honda,Civic,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Hybrid,Compact,Sedan,47,44,2202,25935
Suzuki,Grand Vitara,2013,regular unleaded,166,4,AUTOMATIC,four wheel drive,4,Crossover,Compact,4dr SUV,23,19,481,25949
Suzuki,Kizashi,2011,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,30,23,481,25949
Mazda,CX-7,2010,premium unleaded,244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,586,25950
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,24,873,25960
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,24,873,25960
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,25975
Volkswagen,Beetle,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,25,873,25975
Volkswagen,Beetle,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25975
Chevrolet,Captiva Sport,2014,flex-fuel,180,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,20,1385,25975
Suzuki,Equator,2011,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,19,14,481,25979
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,27,20,1385,25980
Mazda,MX-5 Miata,2014,premium unleaded,158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586,25980
Chevrolet,Captiva Sport,2015,flex-fuel,180,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,20,1385,25985
Honda,HR-V,2016,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,32,27,2202,25990
Kia,Optima Hybrid,2015,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1720,25990
Dodge,Avenger,2012,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,19,1851,25995
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,32,24,873,25995
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,34,25,873,25995
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Convertible,34,25,873,25995
Volkswagen,Beetle,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,25995
Volkswagen,Beetle,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,25995
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,26,2202,25995
Subaru,Forester,2017,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,25995
Subaru,Impreza WRX,2014,premium unleaded,265,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,25,19,640,25995
Subaru,Impreza WRX,2014,premium unleaded,265,4,MANUAL,all wheel drive,4,Performance,Compact,4dr Hatchback,25,19,640,25995
Subaru,Legacy,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Midsize,Midsize,Sedan,34,25,640,25995
Kia,Optima Hybrid,2016,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1720,25995
Kia,Optima Hybrid,2017,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,39,1720,25995
Kia,Optima,2014,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1720,25995
Mitsubishi,Outlander Sport,2016,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,23,436,25995
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,24,436,25995
Subaru,XV Crosstrek,2014,regular unleaded,160,4,AUTOMATIC,all wheel drive,4,Hybrid,Compact,4dr SUV,33,29,640,25995
Subaru,XV Crosstrek,2015,regular unleaded,160,4,AUTOMATIC,all wheel drive,4,Hybrid,Compact,4dr SUV,34,30,640,25995
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,Midsize,Midsize,Coupe,34,23,2202,26000
Scion,FR-S,2015,premium unleaded,200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,34,25,105,26000
Hyundai,Sonata Hybrid,2015,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1439,26000
Hyundai,Sonata Hybrid,2016,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,44,40,1439,26000
Hyundai,Sonata Hybrid,2017,regular unleaded,193,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,39,1439,26000
Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,28,17,1385,26005
Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,25,18,5657,26030
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,35,26,2202,26065
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,30,24,586,26065
Ford,Ranger,2011,regular unleaded,207,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,19,15,5657,26070
Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,26095
Volkswagen,Golf GTI,2016,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,25,873,26095
Volkswagen,Golf GTI,2017,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,32,24,873,26095
Kia,Sedona,2015,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,Mid-Size Minivan,Midsize,Passenger Minivan,24,18,1720,26100
Kia,Sorento,2015,regular unleaded,191,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1720,26100
Chevrolet,Trax,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,1385,26100
Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,24,18,1385,26105
Toyota,FJ Cruiser,2012,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,SUV,Midsize,4dr SUV,20,17,2031,26115
Honda,Civic,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,Compact,Coupe,41,31,2202,26125
Nissan,Rogue,2016,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,2009,26130
Honda,HR-V,2017,regular unleaded,141,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,27,2202,26140
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,Midsize,Midsize,Coupe,32,23,2202,26150
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,35,25,2031,26150
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,35,25,2031,26150
Hyundai,Tucson,2016,regular unleaded,175,4,AUTOMATED_MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,30,25,1439,26150
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,26155
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,17,1385,26160
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26170
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26195
Volkswagen,Beetle,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,873,26195
Dodge,Grand Caravan,2016,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,26195
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,26195
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,26195
Volkswagen,GTI,2014,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,26195
Volkswagen,Jetta GLI,2013,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26195
Volkswagen,Jetta GLI,2013,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,26195
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,24,873,26195
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,Hatchback,Compact,Wagon,31,24,873,26195
Mitsubishi,Outlander,2015,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,24,436,26195
Suzuki,Kizashi,2012,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,30,23,481,26199
